# Dissociation cross section for O2, taken from A. Friedman, Plasma Chemistry, Cambridge University press (2008), p. 62
# eV			m**2
#
9.15572232645	1.42941927567E-021
9.23076923077	1.53112405822E-021
9.23076923077	1.65624858068E-021
9.30581613508	1.90032119246E-021
9.30581613508	1.7915983661E-021
9.3808630394	2.18036149684E-021
9.3808630394	2.03553117384E-021
9.45590994371	2.45302069451E-021
9.45590994371	2.29007900798E-021
9.53095684803	2.57645863164E-021
9.60600375235	2.70610806318E-021
9.60600375235	2.87032774692E-021
9.68105065666	3.04451307279E-021
9.75609756098	3.32580953527E-021
9.75609756098	3.16647025332E-021
9.83114446529	3.49316689563E-021
9.90619136961	3.63309626217E-021
9.98123827392	3.96877461267E-021
9.98123827392	3.81591653312E-021
10.0562851782	4.08742326863E-021
10.1313320826	4.29310563307E-021
10.2063789869	4.46507896549E-021
10.2814258912	4.68976526262E-021
10.3564727955	4.92575795154E-021
10.4315196998	5.2246766917E-021
10.5816135084	5.59641829044E-021
10.6566604128	5.82059975375E-021
10.7317073171	6.05376148371E-021
10.8818011257	6.48449339406E-021
11.0318949343	6.81079821885E-021
11.1069418386	7.15352295992E-021
11.3320825516	7.58763322111E-021
11.4821763602	8.12750182365E-021
11.6322701689	8.62071781795E-021
11.7823639775	8.96604674709E-021
12.0075046904	9.60399101595E-021
12.3076923077	1.02873257341E-020
12.5328330206	1.09116102561E-020
12.6829268293	1.12378187253E-020
12.8330206379	1.18033146318E-020
13.0581613508	1.2156181084E-020
13.2833020638	1.27678897091E-020
13.5084427767	1.32793461532E-020
13.7335834897	1.38112905322E-020
13.8836772983	1.42241865061E-020
14.2589118199	1.47939793235E-020
14.5590994371	1.53865969159E-020
15.009380863	1.61608626149E-020
15.3095684803	1.66440003125E-020
15.6848030019	1.71415816718E-020
16.1350844278	1.80041595887E-020
16.660412758	1.87253706621E-020
17.1857410882	1.94754720267E-020
17.6360225141	2.00577017589E-020
18.0112570356	2.06573375628E-020
18.4615384615	2.10670211398E-020
18.8367729831	2.14848297055E-020
19.2120075047	2.19109243975E-020
19.4371482176	2.23454695492E-020
19.8874296435	2.2788632753E-020
20.2626641651	2.30134994041E-020
20.5628517824	2.32405849251E-020
21.0131332083	2.37015003716E-020
21.3883677298	2.39353747366E-020
21.8386491557	2.41715568551E-020
22.2138836773	2.44100694987E-020
22.6641651032	2.4650935664E-020
23.1894934334	2.51398216818E-020
23.6397748593	2.51398216818E-020
24.0150093809	2.53878886709E-020
24.4652908068	2.5638403459E-020
24.9155722326	2.58913901998E-020
25.3658536585	2.61468732851E-020
25.9662288931	2.64048773478E-020
26.4915572233	2.66654272635E-020
27.0168855535	2.69285481535E-020
27.4671669794	2.71942653867E-020
27.9174484053	2.74626045825E-020
28.4427767355	2.74626045825E-020
28.818011257	2.77335916132E-020
29.3433395872	2.77335916132E-020
29.7936210131	2.80072526063E-020
30.0938086304	2.80072526063E-020
30.3939962477	2.80072526063E-020
30.6941838649	2.82836139471E-020
31.2195121951	2.85627022811E-020
31.669793621	2.85627022811E-020
31.9699812383	2.85627022811E-020
32.3452157598	2.85627022811E-020
32.7954971857	2.85627022811E-020
33.2457786116	2.88445445171E-020
33.7711069418	2.88445445171E-020
34.296435272	2.88445445171E-020
34.6716697936	2.9129167829E-020
34.8968105066	2.9129167829E-020
35.4221388368	2.9129167829E-020
35.947467167	2.9129167829E-020
36.4727954972	2.9129167829E-020
36.9230769231	2.9129167829E-020
37.2232645403	2.9129167829E-020
37.5234521576	2.9129167829E-020
37.8986866792	2.9129167829E-020
38.1238273921	2.9129167829E-020
38.6491557223	2.9129167829E-020
38.9493433396	2.9129167829E-020
39.2495309568	2.9129167829E-020
